gene,kw_stat,kw_pval,mean_Human,mean_RhesusM,mean_Mouse,kw_fdr,direction
PDZD2,2.987582,0.22452,10.112193,8.707076,8.443199,0.293692,Human highest
PLA2G7,2.994118,0.223787,3.417789,1.409124,1.946578,0.293692,Human highest
CABP4,2.999346,0.223203,0.642073,0.225239,1.295614,0.293692,Mouse highest
CLK3,2.987582,0.22452,3.418519,4.15121,4.025811,0.293692,NHP highest
SSX2IP,2.987582,0.22452,7.273698,6.796223,6.806729,0.293692,Human highest
DENND1A,2.997386,0.223422,8.517856,8.298047,8.42131,0.293692,Human highest
IMMT,2.994118,0.223787,5.911444,6.030544,6.045782,0.293692,Mouse highest
BARX2,2.994118,0.223787,1.543113,3.318024,2.892626,0.293692,NHP highest
GPR162,2.999346,0.223203,5.571502,5.926747,6.259678,0.293692,Mouse highest
GPR149,2.997386,0.223422,0.831694,0.344403,0.94506,0.293692,Mouse highest
BIN3,2.999346,0.223203,4.962711,4.774515,4.829065,0.293692,Human highest
CAMKV,2.994118,0.223787,6.26844,7.850946,7.238387,0.293692,NHP highest
POLR2L,2.987582,0.22452,3.520814,4.724206,5.038099,0.293692,Mouse highest
RIIAD1,2.987582,0.22452,2.233736,3.466068,3.530146,0.293692,Mouse highest
ELOF1,2.987582,0.22452,3.752682,5.788221,5.542565,0.293692,NHP highest
CSF3R,2.997386,0.223422,0.546748,0.19841,0.6783,0.293692,Mouse highest
STAG1,2.997386,0.223422,7.87032,7.670294,7.951043,0.293692,Mouse highest
HEBP2,2.987582,0.22452,0.944146,2.733372,2.30618,0.293692,NHP highest
HECW1,2.987582,0.22452,9.789216,9.102909,9.23471,0.293692,Human highest
SPACA3,3.003027,0.222793,0.043102,0.320775,0.136516,0.293692,NHP highest
MTFR1L,2.999346,0.223203,4.645666,5.289723,4.633327,0.293692,NHP highest
NMRK2,2.999346,0.223203,0.629399,0.256154,0.777653,0.293692,Mouse highest
MRPS21,2.987582,0.22452,5.77133,6.642788,6.371466,0.293692,NHP highest
PLXDC2,2.997386,0.223422,7.751966,7.3254,7.527034,0.293692,Human highest
HNF1B,2.987582,0.22452,0.661895,0.391096,0.960996,0.293692,Mouse highest
TMEM132B,2.987582,0.22452,9.921438,8.488298,8.733652,0.293692,Human highest
ST8SIA6,2.994118,0.223787,2.161557,1.169745,1.615549,0.293692,Human highest
ZNHIT3,2.994118,0.223787,4.374755,5.729852,5.307519,0.293692,NHP highest
ANKRD17,2.987582,0.22452,8.79171,7.930068,7.996253,0.293692,Human highest
PPP1R3C,2.987582,0.22452,1.486875,1.240083,1.072462,0.293692,Human highest
RPL6,2.987582,0.22452,6.255298,8.260041,8.24803,0.293692,NHP highest
EIF4EBP1,2.987582,0.22452,1.610376,3.715261,3.656475,0.293692,NHP highest
RPL10,2.987582,0.22452,6.154342,7.548081,7.511153,0.293692,NHP highest
EIF6,2.987582,0.22452,3.371073,4.165512,4.034124,0.293692,NHP highest
ABHD13,2.987582,0.22452,4.832606,5.021567,4.607174,0.293692,NHP highest
ADGRL3,2.997386,0.223422,10.226797,10.542565,10.435161,0.293692,NHP highest
SYNDIG1L,2.994118,0.223787,1.150158,0.756817,0.804937,0.293692,Human highest
FHL5,2.991247,0.224109,0.115251,0.21725,0.534061,0.293692,Mouse highest
RRP1B,2.994118,0.223787,5.079591,3.756924,4.125905,0.293692,Human highest
HORMAD2,2.994118,0.223787,1.169854,0.382824,0.767659,0.293692,Human highest
PSMD10,2.987582,0.22452,2.065056,4.036846,3.450504,0.293692,NHP highest
MRPL1,2.987582,0.22452,5.821977,5.154919,5.202771,0.293692,Human highest
LRWD1,2.997386,0.223422,2.716609,2.316723,2.528106,0.293692,Human highest
PSMA5,2.994118,0.223787,5.19904,5.689725,5.598763,0.293692,NHP highest
M6PR,2.997386,0.223422,5.373357,5.798063,5.511478,0.293692,NHP highest
RSRP1,2.987582,0.22452,8.110065,7.683489,8.245826,0.293692,Mouse highest
RANBP17,2.997386,0.223422,5.943585,5.32215,5.714538,0.293692,Human highest
CMPK1,2.994118,0.223787,5.2073,6.561006,6.07412,0.293692,NHP highest
ETV5,2.987582,0.22452,6.503847,6.167205,5.902186,0.293692,Human highest
RYR2,2.987582,0.22452,10.892355,10.20109,10.155317,0.293692,Human highest
GPX4,2.987582,0.22452,5.235026,7.638389,7.317501,0.293692,NHP highest
GPX3,2.999346,0.223203,2.903383,1.538076,1.985421,0.293692,Human highest
NPTX1,2.994118,0.223787,6.35456,8.554471,7.834872,0.293692,NHP highest
TAOK1,2.999346,0.223203,8.232213,8.182599,8.008416,0.293692,Human highest
CLTA,2.994118,0.223787,5.646059,7.429069,6.817267,0.293692,NHP highest
MRPS28,2.987582,0.22452,5.788868,4.927435,5.127189,0.293692,Human highest
PLEKHA2,2.994118,0.223787,5.627528,3.23426,3.800282,0.293692,Human highest
AHCYL2,2.994118,0.223787,7.882437,8.161893,8.177814,0.293692,Mouse highest
TMED5,2.994118,0.223787,4.42907,5.378348,4.97756,0.293692,NHP highest
PLEKHJ1,2.987582,0.22452,4.406324,5.612453,5.56332,0.293692,NHP highest
RBP7,2.999346,0.223203,0.992634,0.308683,0.999712,0.293692,Mouse highest
UBXN4,2.994118,0.223787,6.981232,6.680726,6.708717,0.293692,Human highest
SULT6B1,2.999346,0.223203,0.466074,0.182067,0.699137,0.293692,Mouse highest
EPC1,2.987582,0.22452,7.453576,6.690755,6.80467,0.293692,Human highest
CASP8,2.999346,0.223203,2.428228,0.355922,1.493281,0.293692,Human highest
ZFP36,2.991247,0.224109,0.326513,0.679081,0.279997,0.293692,NHP highest
APOD,2.987582,0.22452,2.12359,0.887545,1.110547,0.293692,Human highest
RDH13,2.997386,0.223422,4.64905,4.04878,4.288884,0.293692,Human highest
DENND2D,2.994305,0.223766,0.333801,0.169687,0.163379,0.293692,Human highest
TOR4A,2.983158,0.225017,0.074097,0.060098,0.029834,0.294315,Human highest
CUTA,2.977778,0.225623,4.051469,4.745706,4.992925,0.294711,Mouse highest
CORO1B,2.977778,0.225623,1.427861,1.572349,1.684894,0.294711,Mouse highest
TRNT1,2.977778,0.225623,5.359259,5.190564,5.004474,0.294711,Human highest
TEX26,2.977778,0.225623,0.573705,0.504321,0.785664,0.294711,Mouse highest
PIGW,2.977778,0.225623,2.172532,2.079845,1.813985,0.294711,Human highest
SLC10A3,2.977778,0.225623,1.409303,1.610377,1.850477,0.294711,Mouse highest
DIMT1,2.977778,0.225623,4.172871,4.342942,4.482266,0.294711,Mouse highest
POGLUT1,2.977778,0.225623,5.301798,5.403779,5.493962,0.294711,Mouse highest
SAMD14,2.977778,0.225623,4.20137,4.7385,5.012594,0.294711,Mouse highest
TMEM229B,2.977778,0.225623,3.826885,4.113146,4.227811,0.294711,Mouse highest
CHDH,2.977778,0.225623,2.580323,1.919875,1.554452,0.294711,Human highest
OPA1,2.977778,0.225623,7.311209,7.029208,6.928356,0.294711,Human highest
GEM,2.977778,0.225623,0.581661,0.728716,0.866278,0.294711,Mouse highest
ITGB3,2.977778,0.225623,0.859694,1.081472,1.250344,0.294711,Mouse highest
TMEM141,2.977778,0.225623,3.817701,4.45558,4.659314,0.294711,Mouse highest
PPP1R14D,2.972194,0.226254,0.445184,0.105674,0.784023,0.295428,Mouse highest
SLC51A,2.972194,0.226254,1.943122,0.071796,1.161319,0.295428,Human highest
CTCFL,2.972194,0.226254,0.506923,0.058484,0.940428,0.295428,Mouse highest
PADI3,2.972194,0.226254,0.311942,0.073448,0.412494,0.295428,Mouse highest
CD3E,2.97193,0.226284,0.252813,0.013732,0.247028,0.295441,Human highest
GDNF,2.97105,0.226383,0.254893,0.060878,0.735062,0.295544,Mouse highest
GFRAL,2.962144,0.227394,1.193665,0.06801,0.590373,0.296837,Human highest
ADORA2B,2.961125,0.22751,1.805774,0.110837,1.100879,0.296956,Human highest
PCOLCE,2.960804,0.227546,0.347816,0.08136,0.183523,0.296956,Human highest
ANKRD53,2.960804,0.227546,1.445643,0.196769,0.900096,0.296956,Human highest
PBK,2.957576,0.227914,0.289752,0.015957,0.530704,0.297409,Mouse highest
CHRNA2,2.957155,0.227962,0.341558,0.178288,0.165319,0.297445,Human highest
KLK14,2.94904,0.228889,1.139288,0.036608,0.863969,0.298574,Human highest
KIAA1210,2.94904,0.228889,0.458434,0.043039,0.775131,0.298574,Mouse highest
ACSM4,2.94904,0.228889,1.480179,0.038834,1.586979,0.298574,Mouse highest
SFTPB,2.939245,0.230012,0.611848,0.162048,0.413717,0.300013,Human highest
CCT8L2,2.938241,0.230128,0.05155,0.218438,0.165769,0.300136,NHP highest
ROMO1,2.920915,0.23213,2.481808,6.429916,5.579721,0.300217,NHP highest
RPL8,2.920915,0.23213,5.289286,8.345516,7.743412,0.300217,NHP highest
CD74,2.920915,0.23213,0.650192,0.443636,0.414216,0.300217,Human highest
CTSH,2.935304,0.230466,2.097102,0.32399,0.956518,0.300217,Human highest
EIF4EBP2,2.924837,0.231675,4.146538,5.176275,4.833699,0.300217,NHP highest
STK40,2.920915,0.23213,5.7673,5.305512,5.150531,0.300217,Human highest
CLCN4,2.920915,0.23213,5.901446,7.066163,6.767121,0.300217,NHP highest
CD36,2.924837,0.231675,1.613729,3.095794,2.769184,0.300217,NHP highest
RDX,2.920915,0.23213,5.242262,5.072559,5.447809,0.300217,Mouse highest
LAMTOR4,2.920915,0.23213,4.564446,6.023501,5.698204,0.300217,NHP highest
RPL4,2.920915,0.23213,4.839223,7.656878,7.255484,0.300217,NHP highest
DTYMK,2.924837,0.231675,2.671966,5.078753,4.349389,0.300217,NHP highest
SRSF2,2.924837,0.231675,5.948432,6.623917,6.585548,0.300217,NHP highest
PSMC1,2.920915,0.23213,5.203194,6.1541,6.128584,0.300217,NHP highest
SPP1,2.934641,0.230542,0.942593,0.173438,1.249861,0.300217,Mouse highest
PER3,2.934641,0.230542,6.271136,5.448435,6.163917,0.300217,Human highest
TGM5,2.935318,0.230464,0.366505,0.113391,0.535317,0.300217,Mouse highest
RPL15,2.920915,0.23213,6.138406,8.117158,7.561553,0.300217,NHP highest
ARHGEF26,2.924837,0.231675,3.402585,4.589685,4.031938,0.300217,NHP highest
CSTF3,2.924837,0.231675,6.761084,7.155689,7.027954,0.300217,NHP highest
ARHGEF37,2.920915,0.23213,3.712358,3.40251,4.039796,0.300217,Mouse highest
TMA7,2.920915,0.23213,5.300998,8.709858,7.450589,0.300217,NHP highest
RACGAP1,2.934641,0.230542,3.550013,3.141717,3.804051,0.300217,Mouse highest
DAND5,2.920915,0.23213,0.433965,4.345702,3.815138,0.300217,NHP highest
NDUFS6,2.920915,0.23213,4.388375,6.720192,6.240409,0.300217,NHP highest
ZNF622,2.920915,0.23213,3.651912,4.550086,4.548079,0.300217,NHP highest
THRAP3,2.924837,0.231675,6.894054,6.405691,6.552456,0.300217,Human highest
METTL1,2.920915,0.23213,1.10263,3.816939,3.332749,0.300217,NHP highest
PFDN2,2.920915,0.23213,5.219471,7.069181,6.768855,0.300217,NHP highest
RPS11,2.920915,0.23213,4.231366,7.919081,7.368107,0.300217,NHP highest
MED13L,2.920915,0.23213,8.511032,7.567627,7.7568,0.300217,Human highest
PRKCG,2.924837,0.231675,5.873426,8.314841,7.556578,0.300217,NHP highest
ANGPT2,2.920915,0.23213,5.073646,2.698495,3.082564,0.300217,Human highest
THRA,2.920915,0.23213,5.567137,9.440942,8.215092,0.300217,NHP highest
LRTM2,2.924837,0.231675,4.14908,5.342675,4.944042,0.300217,NHP highest
CSRP1,2.920915,0.23213,1.655154,2.181846,2.59492,0.300217,Mouse highest
TSN,2.920915,0.23213,5.081386,6.594691,6.187471,0.300217,NHP highest
RABGGTA,2.924837,0.231675,2.812524,3.758777,3.4197,0.300217,NHP highest
LIMD2,2.920915,0.23213,5.440552,6.463329,6.295904,0.300217,NHP highest
CATSPER3,2.924837,0.231675,3.307188,1.52326,2.059872,0.300217,Human highest
RPS15,2.920915,0.23213,5.966562,7.847841,7.857107,0.300217,Mouse highest
TTC36,2.934641,0.230542,0.751896,0.42435,0.68182,0.300217,Human highest
CCK,2.920915,0.23213,7.865535,9.347003,8.811713,0.300217,NHP highest
PGBD1,2.924837,0.231675,5.384208,2.24503,3.100486,0.300217,Human highest
THEM4,2.934641,0.230542,5.1431,4.756305,5.067439,0.300217,Human highest
GSTM3,2.920915,0.23213,3.789088,4.548748,4.140251,0.300217,NHP highest
TTLL1,2.920915,0.23213,4.731892,4.462879,4.470923,0.300217,Human highest
UBXN11,2.920915,0.23213,3.741345,5.130606,4.904258,0.300217,NHP highest
MTTP,2.920915,0.23213,1.731516,4.561379,4.166031,0.300217,NHP highest
PLG,2.935318,0.230464,1.452543,0.052565,0.995761,0.300217,Human highest
CRIP2,2.920915,0.23213,5.300575,6.765327,6.278219,0.300217,NHP highest
SMDT1,2.920915,0.23213,4.272128,7.544751,6.762763,0.300217,NHP highest
UBE2B,2.924837,0.231675,7.275273,8.248632,8.005765,0.300217,NHP highest
SLC35A4,2.924837,0.231675,2.302195,4.538354,3.838439,0.300217,NHP highest
SH3BGRL3,2.920915,0.23213,3.73065,7.320587,6.525081,0.300217,NHP highest
OAZ2,2.920915,0.23213,4.748373,7.054736,6.920884,0.300217,NHP highest
ING2,2.924837,0.231675,3.941427,6.359243,5.475748,0.300217,NHP highest
FIS1,2.920915,0.23213,4.6464,7.21443,6.523432,0.300217,NHP highest
HCN3,2.934641,0.230542,2.596522,1.868716,2.308689,0.300217,Human highest
APEX1,2.924837,0.231675,4.780747,4.231926,4.217567,0.300217,Human highest
P2RY12,2.920915,0.23213,3.084168,3.931333,4.176254,0.300217,Mouse highest
POLE4,2.920915,0.23213,3.120162,5.219688,4.74842,0.300217,NHP highest
UBALD2,2.920915,0.23213,3.327405,4.771836,4.52732,0.300217,NHP highest
HES1,2.924837,0.231675,1.675514,3.548284,3.035461,0.300217,NHP highest
TRMT1,2.924837,0.231675,4.552474,4.927301,4.910037,0.300217,NHP highest
OAZ3,2.920915,0.23213,0.650214,1.244723,1.230119,0.300217,NHP highest
SHPK,2.924837,0.231675,3.761802,2.111765,2.708787,0.300217,Human highest
AMIGO1,2.924837,0.231675,3.304365,5.113761,4.441044,0.300217,NHP highest
PIK3C3,2.924837,0.231675,7.089402,4.899459,5.433815,0.300217,Human highest
AGMO,2.924837,0.231675,1.769592,0.430656,0.978505,0.300217,Human highest
NDFIP1,2.920915,0.23213,8.119949,8.575892,8.488949,0.300217,NHP highest
SEC31A,2.920915,0.23213,6.464793,5.605861,5.681964,0.300217,Human highest
MRPL57,2.920915,0.23213,5.044616,6.148115,5.773367,0.300217,NHP highest
CDK8,2.920915,0.23213,6.951376,6.747682,6.517126,0.300217,Human highest
NAA16,2.924837,0.231675,5.934532,4.993101,5.158369,0.300217,Human highest
NOVA1,2.920915,0.23213,8.751633,5.915649,6.372783,0.300217,Human highest
SCN7A,2.920915,0.23213,2.030899,2.957667,2.877665,0.300217,NHP highest
LIPT2,2.920915,0.23213,0.59008,3.153892,2.666639,0.300217,NHP highest
PLD3,2.934641,0.230542,7.737261,6.998775,7.765891,0.300217,Mouse highest
ATP7A,2.920915,0.23213,4.05323,3.667428,3.639642,0.300217,Human highest
YOD1,2.924837,0.231675,3.069319,5.53709,4.985458,0.300217,NHP highest
TCN2,2.920915,0.23213,0.443674,0.576812,1.764565,0.300217,Mouse highest
CHFR,2.920915,0.23213,6.229584,6.187779,5.98198,0.300217,Human highest
STC2,2.934641,0.230542,0.542816,0.773654,0.521723,0.300217,NHP highest
GALNT9,2.920915,0.23213,6.070426,5.348974,5.412824,0.300217,Human highest
KCNJ11,2.934641,0.230542,3.376986,4.110254,3.225187,0.300217,NHP highest
RAB2B,2.920915,0.23213,4.607118,5.638171,5.441404,0.300217,NHP highest
COPRS,2.920915,0.23213,4.565514,5.200232,5.249003,0.300217,Mouse highest
TACO1,2.924837,0.231675,3.221978,3.379969,3.488016,0.300217,Mouse highest
STOML1,2.920915,0.23213,3.805227,4.674597,4.375522,0.300217,NHP highest
CCT5,2.920915,0.23213,4.84275,5.448737,5.399886,0.300217,NHP highest
MRPS33,2.924837,0.231675,3.866718,6.960001,5.792049,0.300217,NHP highest
TYMS,2.920915,0.23213,0.774086,1.770689,1.799788,0.300217,Mouse highest
BRMS1,2.920915,0.23213,2.717856,5.104973,4.668709,0.300217,NHP highest
INSC,2.92043,0.232186,0.55289,0.058484,0.603269,0.300236,Mouse highest
HOXD3,2.92043,0.232186,0.09108,0.0,0.123646,0.300236,Mouse highest
KIF7,2.899346,0.234647,2.409512,0.176343,1.325143,0.300585,Human highest
SLC25A26,2.899346,0.234647,6.594676,5.20419,5.63566,0.300585,Human highest
STMND1,2.913629,0.232977,1.143558,0.105674,0.940767,0.300585,Human highest
KDM6B,2.899346,0.234647,3.727639,4.577431,4.359945,0.300585,NHP highest
B4GALNT3,2.899346,0.234647,5.920743,1.813674,3.356263,0.300585,Human highest
SUPT3H,2.899346,0.234647,8.550592,5.218663,6.237841,0.300585,Human highest
CEP104,2.899346,0.234647,5.53675,5.234648,5.614208,0.300585,Mouse highest
CD72,2.899346,0.234647,1.608047,0.694482,1.23906,0.300585,Human highest
ANO1,2.913629,0.232977,1.436312,0.213307,1.232194,0.300585,Human highest
ATXN1L,2.913629,0.232977,3.513009,4.670741,3.347388,0.300585,NHP highest
TGM7,2.902463,0.234282,0.377767,0.21625,0.333672,0.300585,Human highest
HPSE2,2.899346,0.234647,3.042412,0.889201,2.605663,0.300585,Human highest
STAT5B,2.899346,0.234647,5.44835,4.909194,5.185898,0.300585,Human highest
MUC6,2.902904,0.23423,2.357844,0.352167,1.851665,0.300585,Human highest
FAN1,2.899346,0.234647,5.294396,3.124179,3.836232,0.300585,Human highest
MSS51,2.899346,0.234647,4.283524,3.148187,3.517915,0.300585,Human highest
RAF1,2.899346,0.234647,6.380522,5.770013,6.064579,0.300585,Human highest
PABPC1L,2.899346,0.234647,3.639233,0.960007,1.71919,0.300585,Human highest
TRIM71,2.899346,0.234647,3.360894,2.288145,2.832234,0.300585,Human highest
KCNG4,2.913629,0.232977,0.130842,0.393522,0.386992,0.300585,NHP highest
PDCD5,2.899346,0.234647,5.07192,6.768803,5.805656,0.300585,NHP highest
DUSP8,2.899346,0.234647,4.384534,6.820027,6.0231,0.300585,NHP highest
DCP1A,2.899346,0.234647,6.290283,5.181115,5.622381,0.300585,Human highest
MDH1B,2.899346,0.234647,3.872712,1.349039,2.646133,0.300585,Human highest
TECTA,2.899346,0.234647,3.340034,0.318551,1.504743,0.300585,Human highest
SFRP4,2.899346,0.234647,0.074484,0.923111,0.694249,0.300585,NHP highest
CSDE1,2.899346,0.234647,6.475303,7.764771,7.360535,0.300585,NHP highest
GABARAPL2,2.913629,0.232977,5.453091,7.245878,5.227205,0.300585,NHP highest
TNFSF4,2.902904,0.23423,2.482774,0.329361,2.419942,0.300585,Human highest
ZSWIM5,2.899346,0.234647,7.189126,4.864999,5.838676,0.300585,Human highest
TECRL,2.902904,0.23423,0.699627,0.172537,0.593565,0.300585,Human highest
XPC,2.899346,0.234647,4.977422,4.133863,4.527325,0.300585,Human highest
DENND6A,2.899346,0.234647,6.58827,6.023612,6.376778,0.300585,Human highest
ELMOD3,2.899346,0.234647,5.614358,3.680092,4.685984,0.300585,Human highest
ACTR2,2.899346,0.234647,7.816739,8.332738,7.953408,0.300585,NHP highest
MTRF1,2.899346,0.234647,3.975087,2.823472,3.547165,0.300585,Human highest
LSAMP,2.899346,0.234647,10.1582,11.598299,11.024959,0.300585,NHP highest
RPAP2,2.899346,0.234647,7.366482,4.533182,5.396394,0.300585,Human highest
HSPA13,2.899346,0.234647,4.438526,5.502747,4.98398,0.300585,NHP highest
GTF2IRD1,2.899346,0.234647,5.986403,4.917779,5.583208,0.300585,Human highest
PCP2,2.907527,0.233689,0.149885,0.226993,0.120778,0.300585,NHP highest
PDPK1,2.913629,0.232977,6.490814,7.083177,4.999521,0.300585,NHP highest
HDHD2,2.899346,0.234647,5.327482,5.622855,5.412731,0.300585,NHP highest
KCNG2,2.899346,0.234647,1.886671,2.837613,3.009932,0.300585,Mouse highest
ZNF668,2.913629,0.232977,3.270912,4.076249,2.871616,0.300585,NHP highest
RHOH,2.902904,0.23423,0.77758,0.128836,0.916094,0.300585,Mouse highest
FKBP9,2.899346,0.234647,3.811206,2.211018,2.666487,0.300585,Human highest
FBLL1,2.899346,0.234647,2.607972,3.796269,3.550292,0.300585,NHP highest
GTSE1,2.899346,0.234647,0.897355,0.2745,0.867571,0.300585,Human highest
HVCN1,2.899346,0.234647,1.364293,0.185787,1.030046,0.300585,Human highest
ZYG11A,2.899346,0.234647,1.05099,0.259821,1.409709,0.300585,Mouse highest
TRIM8,2.899346,0.234647,4.112517,6.198337,5.395587,0.300585,NHP highest
NCOA3,2.899346,0.234647,6.458998,4.730889,5.553973,0.300585,Human highest
ACSS3,2.899346,0.234647,2.03136,0.789967,1.409718,0.300585,Human highest
LRRC69,2.899346,0.234647,3.004404,0.997727,1.865733,0.300585,Human highest
SYNGR4,2.913629,0.232977,0.790221,0.103198,1.296469,0.300585,Mouse highest
PRIM2,2.899346,0.234647,5.795128,4.701449,5.419423,0.300585,Human highest
AP2M1,2.899346,0.234647,6.304067,8.175081,7.247121,0.300585,NHP highest
SNCA,2.899346,0.234647,8.006345,9.153944,8.726941,0.300585,NHP highest
CD46,2.899346,0.234647,6.644327,5.991601,6.279422,0.300585,Human highest
PAOX,2.899346,0.234647,3.072215,1.981134,2.459617,0.300585,Human highest
ZNF454,2.899346,0.234647,3.494653,2.129448,2.756449,0.300585,Human highest
FRS3,2.899346,0.234647,3.883205,2.889289,3.346415,0.300585,Human highest
ALMS1,2.899346,0.234647,6.547028,5.142982,5.586833,0.300585,Human highest
UBE2Z,2.899346,0.234647,5.262823,5.763695,5.456921,0.300585,NHP highest
GOLGB1,2.899346,0.234647,6.742808,7.618052,7.256347,0.300585,NHP highest
UHRF1,2.899346,0.234647,1.053692,0.193288,0.900074,0.300585,Human highest
TALDO1,2.899346,0.234647,4.906219,4.523354,4.58894,0.300585,Human highest
BMP3,2.899346,0.234647,1.03525,5.268914,3.852246,0.300585,NHP highest
TRAPPC5,2.899346,0.234647,4.605567,4.132986,4.276363,0.300585,Human highest
PNCK,2.899346,0.234647,6.17445,5.138048,5.261007,0.300585,Human highest
AURKC,2.899346,0.234647,1.264603,0.299943,0.92968,0.300585,Human highest
CREB3L4,2.902904,0.23423,0.784825,0.14116,1.01899,0.300585,Mouse highest
ZNF558,2.899346,0.234647,2.803314,2.011711,2.507632,0.300585,Human highest
ACSF2,2.913629,0.232977,0.876134,0.262135,0.838061,0.300585,Human highest
CLDN15,2.899346,0.234647,1.982242,0.260114,1.058223,0.300585,Human highest
EHMT2,2.899346,0.234647,4.899455,5.811826,5.451093,0.300585,NHP highest
SDHA,2.899346,0.234647,5.78498,7.12892,6.725101,0.300585,NHP highest
NUDT16L1,2.913629,0.232977,4.267826,5.104852,3.635766,0.300585,NHP highest
GJD3,2.899346,0.234647,0.290824,0.078905,0.15776,0.300585,Human highest
ABCA12,2.899346,0.234647,1.693374,2.116694,2.113029,0.300585,NHP highest
MORC3,2.899346,0.234647,5.978162,4.702032,5.150383,0.300585,Human highest
CYP27A1,2.902904,0.23423,2.118654,0.199601,1.040357,0.300585,Human highest
CDK5R2,2.899346,0.234647,4.85897,7.464994,6.337527,0.300585,NHP highest
DEFB136,2.903777,0.234128,0.075885,0.712668,0.937743,0.300585,Mouse highest
USF2,2.899346,0.234647,4.991018,6.033341,5.680917,0.300585,NHP highest
CDKL3,2.899346,0.234647,6.200643,4.988358,5.663357,0.300585,Human highest
CHMP2B,2.899346,0.234647,4.128334,5.819831,5.112946,0.300585,NHP highest
ALX4,2.902904,0.23423,0.829081,0.162048,1.376683,0.300585,Mouse highest
PLA2G4A,2.899346,0.234647,4.530897,1.810453,3.384349,0.300585,Human highest
CHMP1A,2.913629,0.232977,4.198488,5.810472,4.128664,0.300585,NHP highest
PLBD1,2.913629,0.232977,1.411081,0.15907,1.010119,0.300585,Human highest
TBC1D10A,2.899346,0.234647,2.944994,3.873508,3.442935,0.300585,NHP highest
SNX5,2.899346,0.234647,4.71351,5.733895,5.224568,0.300585,NHP highest
GABRQ,2.899346,0.234647,0.128587,1.116622,0.904659,0.300585,NHP highest
EDEM3,2.899346,0.234647,6.093468,5.580157,5.900453,0.300585,Human highest
CNRIP1,2.899346,0.234647,6.178873,7.782478,7.101075,0.300585,NHP highest
BPIFC,2.902904,0.23423,1.612075,0.347609,1.727241,0.300585,Mouse highest
RPRD2,2.899346,0.234647,7.835311,6.400876,6.926474,0.300585,Human highest
ZSCAN18,2.899346,0.234647,6.059612,5.019417,5.50059,0.300585,Human highest
DDR2,2.899346,0.234647,2.718647,0.289313,1.383425,0.300585,Human highest
EEF1A2,2.899346,0.234647,6.282518,7.758622,7.133431,0.300585,NHP highest
DAZL,2.899346,0.234647,0.414238,2.807628,2.100748,0.300585,NHP highest
ADAMTSL3,2.899346,0.234647,5.139006,1.580222,2.95212,0.300585,Human highest
SRD5A3,2.899346,0.234647,4.636008,3.847244,4.418115,0.300585,Human highest
RALA,2.899346,0.234647,6.16599,6.520631,6.34838,0.300585,NHP highest
ITM2B,2.889542,0.2358,7.008504,7.688952,7.47448,0.300591,NHP highest
LONRF1,2.888235,0.235954,6.093934,5.851688,5.77741,0.300591,Human highest
AURKAIP1,2.888235,0.235954,4.267952,5.671782,5.362352,0.300591,NHP highest
CBR3,2.888235,0.235954,3.368161,2.696071,2.913438,0.300591,Human highest
EMC4,2.889542,0.2358,4.081377,5.45859,4.821616,0.300591,NHP highest
LRRN3,2.889542,0.2358,5.727964,5.523767,5.554611,0.300591,Human highest
SCIN,2.892611,0.235439,0.368933,0.075596,0.749422,0.300591,Mouse highest
SCGN,2.892611,0.235439,0.407664,0.087753,0.45143,0.300591,Mouse highest
FIBIN,2.888235,0.235954,0.387783,1.442473,1.306874,0.300591,NHP highest
SLC5A10,2.893088,0.235382,1.528993,0.307284,0.805265,0.300591,Human highest
FAM120A,2.888235,0.235954,7.203444,6.949051,6.981157,0.300591,Human highest
CLDND1,2.889542,0.2358,4.764954,5.832398,5.550696,0.300591,NHP highest
SEC61B,2.889542,0.2358,4.637406,6.534049,5.871403,0.300591,NHP highest
BLOC1S4,2.889542,0.2358,3.517115,4.623479,4.140902,0.300591,NHP highest
SLC9A6,2.889542,0.2358,5.532775,5.883815,5.838623,0.300591,NHP highest
MANBAL,2.888235,0.235954,3.89194,5.613283,5.375747,0.300591,NHP highest
SLC3A1,2.889542,0.2358,4.118574,2.747283,3.031366,0.300591,Human highest
LRRC14,2.888235,0.235954,2.754492,4.44444,4.027291,0.300591,NHP highest
DSTN,2.888235,0.235954,6.438625,7.328596,7.097324,0.300591,NHP highest
EEPD1,2.889542,0.2358,5.119384,4.093453,4.476762,0.300591,Human highest
FRMD5,2.888235,0.235954,9.450188,7.830837,7.922845,0.300591,Human highest
MFSD5,2.888235,0.235954,1.75883,4.376,3.85428,0.300591,NHP highest
B3GAT3,2.889542,0.2358,5.093373,6.628662,6.091062,0.300591,NHP highest
RCOR2,2.888235,0.235954,3.61814,3.394747,3.38686,0.300591,Human highest
FOXM1,2.889542,0.2358,1.562465,0.870352,1.127712,0.300591,Human highest
ECT2L,2.889542,0.2358,4.088502,1.585117,2.468005,0.300591,Human highest
SEC62,2.888235,0.235954,6.619376,8.13759,7.571903,0.300591,NHP highest
DBR1,2.888235,0.235954,2.724153,2.934061,2.965735,0.300591,Mouse highest
ATP6AP2,2.888235,0.235954,5.608435,6.542563,6.170785,0.300591,NHP highest
MRPL51,2.888235,0.235954,4.054945,5.804507,5.032307,0.300591,NHP highest
