gene,kw_stat,kw_pval,mean_Human,mean_RhesusM,mean_Mouse,kw_fdr,direction,p_Human_NHP,p_Human_Mouse,p_NHP_Mouse
ZNF287,7.271895,0.026359,3.678179,4.565954,4.244337,0.075726,NHP highest,0.032354,0.096513,0.90503
APPL1,7.271895,0.026359,6.000196,7.192724,6.836831,0.075726,NHP highest,0.032354,0.096513,0.90503
CYSRT1,7.271895,0.026359,0.648045,0.170636,0.302785,0.075726,Human highest,0.032354,0.096513,0.90503
ZSWIM7,7.271895,0.026359,5.090739,4.402228,4.650503,0.075726,Human highest,0.032354,0.096513,0.90503
SH2B3,7.271895,0.026359,5.118405,3.91478,4.273173,0.075726,Human highest,0.032354,0.096513,0.90503
RAB39A,7.271895,0.026359,3.261988,1.77599,2.314031,0.075726,Human highest,0.032354,0.096513,0.90503
NAGLU,7.271895,0.026359,2.936584,1.964729,2.331239,0.075726,Human highest,0.032354,0.096513,0.90503
LHFPL5,7.271895,0.026359,3.85933,0.466067,1.35265,0.075726,Human highest,0.032354,0.096513,0.90503
CAP2,7.271895,0.026359,7.990275,8.923227,8.584523,0.075726,NHP highest,0.032354,0.096513,0.90503
MTIF3,7.271895,0.026359,5.037528,3.915095,4.263486,0.075726,Human highest,0.032354,0.096513,0.90503
TMEM106B,7.264052,0.026463,6.061192,7.22043,6.430927,0.075726,NHP highest,0.022137,0.646587,0.137967
DNAH11,7.264052,0.026463,2.626226,0.983116,1.809702,0.075726,Human highest,0.022137,0.646587,0.137967
EIF1AX,7.264052,0.026463,5.589598,7.082686,6.218372,0.075726,NHP highest,0.022137,0.646587,0.137967
SLC4A1AP,7.264052,0.026463,5.122253,4.871006,5.02395,0.075726,Human highest,0.022137,0.646587,0.137967
ST3GAL5,7.264052,0.026463,6.39893,7.680918,6.989436,0.075726,NHP highest,0.022137,0.646587,0.137967
ELN,7.264052,0.026463,1.91277,0.298513,1.131851,0.075726,Human highest,0.022137,0.646587,0.137967
AP3B1,7.264052,0.026463,6.249936,6.576765,6.345679,0.075726,NHP highest,0.022137,0.646587,0.137967
ANGPTL3,7.264052,0.026463,0.227534,1.188135,0.371856,0.075726,NHP highest,0.022137,0.646587,0.137967
KCNH7,7.264052,0.026463,9.638854,10.333191,9.906269,0.075726,NHP highest,0.022137,0.646587,0.137967
PLEKHA3,7.264052,0.026463,4.587896,5.874414,5.133733,0.075726,NHP highest,0.022137,0.646587,0.137967
MCL1,7.264052,0.026463,3.45022,5.64307,4.583077,0.075726,NHP highest,0.022137,0.646587,0.137967
NECAP1,7.264052,0.026463,5.147428,7.440681,6.28042,0.075726,NHP highest,0.022137,0.646587,0.137967
KLHDC1,7.264052,0.026463,6.131471,5.190659,5.917586,0.075726,Human highest,0.022137,0.646587,0.137967
EIF5A2,7.264052,0.026463,2.643979,4.713194,3.779011,0.075726,NHP highest,0.022137,0.646587,0.137967
PRPS1,7.264052,0.026463,2.520836,6.198794,4.762979,0.075726,NHP highest,0.022137,0.646587,0.137967
QSOX1,7.264052,0.026463,4.536437,3.662734,4.110126,0.075726,Human highest,0.022137,0.646587,0.137967
SLC6A7,7.264052,0.026463,6.462074,4.862271,5.824164,0.075726,Human highest,0.022137,0.646587,0.137967
S100A2,7.260784,0.026506,0.201584,0.707673,0.93186,0.075726,Mouse highest,0.407988,0.021143,1.0
USP50,7.260784,0.026506,2.592356,4.450999,4.657369,0.075726,Mouse highest,0.407988,0.021143,1.0
EIF2B5,7.260784,0.026506,4.185436,4.60825,4.718436,0.075726,Mouse highest,0.407988,0.021143,1.0
STOX2,7.260784,0.026506,8.122316,7.81603,7.59802,0.075726,Human highest,0.407988,0.021143,1.0
SLC25A23,7.260784,0.026506,5.828262,7.257688,7.319544,0.075726,Mouse highest,0.407988,0.021143,1.0
TRAF3IP1,7.260784,0.026506,6.106912,4.573742,4.731628,0.075726,Human highest,0.407988,0.021143,1.0
ACTA1,7.260784,0.026506,0.895246,4.299121,3.696182,0.075726,NHP highest,0.407988,0.021143,1.0
CAAP1,7.260784,0.026506,5.457782,5.175884,4.952731,0.075726,Human highest,0.407988,0.021143,1.0
RAB13,7.260784,0.026506,0.146657,2.312556,2.138417,0.075726,NHP highest,0.407988,0.021143,1.0
PSENEN,7.260784,0.026506,1.830118,5.425418,5.151963,0.075726,NHP highest,0.407988,0.021143,1.0
MDM4,7.260784,0.026506,6.571125,6.175452,6.045692,0.075726,Human highest,0.407988,0.021143,1.0
MRPL42,7.260784,0.026506,4.506954,5.443266,5.903772,0.075726,Mouse highest,0.407988,0.021143,1.0
PRKCZ,7.260784,0.026506,6.722502,7.451746,7.583999,0.075726,Mouse highest,0.407988,0.021143,1.0
RIF1,7.260784,0.026506,6.536472,5.466933,5.298419,0.075726,Human highest,0.407988,0.021143,1.0
TECPR1,7.260784,0.026506,5.490126,6.242428,6.33324,0.075726,Mouse highest,0.407988,0.021143,1.0
ASB12,7.260784,0.026506,0.133442,0.56131,0.805253,0.075726,Mouse highest,0.407988,0.021143,1.0
SPRY1,7.260784,0.026506,3.620856,2.092876,1.962887,0.075726,Human highest,0.407988,0.021143,1.0
MUC19,7.260784,0.026506,3.10347,0.587917,0.892252,0.075726,Human highest,0.407988,0.021143,1.0
ARHGAP35,7.260784,0.026506,6.282579,7.002302,7.208402,0.075726,Mouse highest,0.407988,0.021143,1.0
ZC3H14,7.260784,0.026506,7.10043,6.494825,6.39108,0.075726,Human highest,0.407988,0.021143,1.0
GNG4,7.260784,0.026506,3.332275,4.582884,4.80422,0.075726,Mouse highest,0.407988,0.021143,1.0
MED25,7.260784,0.026506,4.364271,4.95076,5.10939,0.075726,Mouse highest,0.407988,0.021143,1.0
NPR1,7.260784,0.026506,0.117556,0.290133,0.684886,0.075726,Mouse highest,0.407988,0.021143,1.0
AIP,7.260784,0.026506,2.580293,5.412048,5.608766,0.075726,Mouse highest,0.407988,0.021143,1.0
SERPINE2,7.260784,0.026506,6.821346,4.865171,5.030479,0.075726,Human highest,0.407988,0.021143,1.0
CCDC174,7.260784,0.026506,4.281621,5.440091,5.386711,0.075726,NHP highest,0.407988,0.021143,1.0
KIAA0513,7.258456,0.026537,6.423108,6.816188,4.444312,0.0758,NHP highest,0.559247,0.661982,0.025338
CIB4,7.230108,0.026915,1.686231,0.076116,0.571937,0.076867,Human highest,0.035018,0.089484,0.990692
FZD2,7.228772,0.026933,0.013003,0.446701,0.077169,0.076903,NHP highest,0.034226,1.0,0.055026
CDKL5,7.222876,0.027013,8.270871,8.395301,8.019434,0.077069,NHP highest,1.0,0.313483,0.038664
FZD3,7.222876,0.027013,7.611318,8.511134,7.281351,0.077069,NHP highest,0.562497,0.665386,0.025825
HIF1AN,7.222876,0.027013,4.445558,4.661471,4.259457,0.077069,NHP highest,1.0,0.313483,0.038664
PIGX,7.222876,0.027013,4.554269,4.139955,5.387596,0.077069,Mouse highest,1.0,0.313483,0.038664
TFRC,7.219608,0.027057,4.900741,6.140609,5.217784,0.077105,NHP highest,0.041314,1.0,0.044465
SMG5,7.219608,0.027057,5.320076,4.929067,5.433499,0.077105,Mouse highest,0.155465,1.0,0.022261
VPS39,7.219608,0.027057,5.74523,5.312736,5.771664,0.077105,Mouse highest,0.041314,1.0,0.044465
SEMA3A,7.219608,0.027057,6.111659,6.762912,5.600234,0.077105,NHP highest,0.155465,1.0,0.022261
PIM3,7.219608,0.027057,3.735884,4.747599,3.781511,0.077105,NHP highest,0.041314,1.0,0.044465
ZNF397,7.219608,0.027057,4.673286,5.451958,4.340666,0.077105,NHP highest,0.041314,1.0,0.044465
APOF,7.212022,0.02716,0.07481,0.0,0.024344,0.077317,Human highest,0.027913,0.137542,0.664172
KLHL13,7.211765,0.027163,2.649306,2.438032,3.520384,0.077317,Mouse highest,1.0,0.169187,0.061613
ZAN,7.211765,0.027163,1.926352,1.653914,3.043565,0.077317,Mouse highest,1.0,0.169187,0.061613
TRPM4,7.211765,0.027163,3.084115,2.885726,3.579033,0.077317,Mouse highest,1.0,0.169187,0.061613
USP38,7.211765,0.027163,4.656034,4.753612,4.400599,0.077317,NHP highest,1.0,0.169187,0.061613
RNF152,7.211765,0.027163,1.205511,0.911034,2.279732,0.077317,Mouse highest,1.0,0.169187,0.061613
MYH15,7.191461,0.027441,3.221234,0.08796,0.863599,0.078075,Human highest,0.054687,0.053994,1.0
ECI1,7.191461,0.027441,2.955119,1.975985,1.747958,0.078075,Human highest,0.054687,0.053994,1.0
PCDHGB7,7.188121,0.027486,0.0,0.360504,0.114904,0.07819,NHP highest,0.023376,0.691322,0.133427
RTN2,7.166667,0.027783,5.076774,4.509645,5.388582,0.078891,Mouse highest,0.811455,0.464551,0.03167
PGGT1B,7.166667,0.027783,5.269408,5.373582,5.146899,0.078891,NHP highest,0.811455,0.464551,0.03167
TMEM106C,7.166667,0.027783,4.395808,3.649289,4.977472,0.078891,Mouse highest,0.811455,0.464551,0.03167
PUM2,7.166667,0.027783,7.472725,7.660914,7.368331,0.078891,NHP highest,0.811455,0.464551,0.03167
STAC,7.166013,0.027792,2.110231,1.522413,2.819334,0.078891,Mouse highest,0.329527,1.0,0.022936
ABCB10,7.166013,0.027792,5.287505,4.583884,5.706319,0.078891,Mouse highest,0.329527,1.0,0.022936
KLHL31,7.166013,0.027792,0.569442,0.382767,0.768606,0.078891,Mouse highest,0.329527,1.0,0.022936
UBD,7.165591,0.027798,0.051644,0.0,0.016447,0.078891,Human highest,0.040826,0.077281,1.0
SLC38A3,7.165591,0.027798,0.452375,0.514842,0.155593,0.078891,NHP highest,1.0,0.135221,0.077281
KEL,7.165591,0.027798,1.497372,0.0,0.444196,0.078891,Human highest,0.040826,0.077281,1.0
SH2D2A,7.165591,0.027798,0.152477,0.0,0.035615,0.078891,Human highest,0.040826,0.077281,1.0
HES3,7.165591,0.027798,0.0,0.0,0.182698,0.078891,Mouse highest,1.0,0.077281,0.135221
MPO,7.156209,0.027929,0.9852,0.167986,0.395554,0.078892,Human highest,0.055547,0.054846,1.0
NPC1L1,7.156209,0.027929,0.477337,1.081267,1.080167,0.078892,NHP highest,0.055547,0.054846,1.0
CFAP45,7.156209,0.027929,0.258977,2.937991,2.215136,0.078892,NHP highest,0.055547,0.054846,1.0
HMGXB3,7.156209,0.027929,5.123177,5.53477,5.461636,0.078892,NHP highest,0.055547,0.054846,1.0
NLRC4,7.156209,0.027929,3.107088,1.074253,1.467664,0.078892,Human highest,0.055547,0.054846,1.0
DCLRE1B,7.156209,0.027929,0.963307,1.897792,1.649806,0.078892,NHP highest,0.055547,0.054846,1.0
MED8,7.156209,0.027929,4.582837,5.103756,5.120988,0.078892,Mouse highest,0.055547,0.054846,1.0
HEXB,7.156209,0.027929,5.773928,2.920189,3.693826,0.078892,Human highest,0.055547,0.054846,1.0
CDHR2,7.156209,0.027929,3.517208,0.759755,1.364251,0.078892,Human highest,0.055547,0.054846,1.0
CNNM1,7.156209,0.027929,6.454654,7.426215,7.152622,0.078892,NHP highest,0.055547,0.054846,1.0
WDR46,7.156209,0.027929,4.11336,2.287835,2.785744,0.078892,Human highest,0.055547,0.054846,1.0
CBX6,7.156209,0.027929,5.794037,8.404692,7.713926,0.078892,NHP highest,0.055547,0.054846,1.0
EPHA5,7.156209,0.027929,8.025728,9.172011,8.941482,0.078892,NHP highest,0.055547,0.054846,1.0
SYNJ2,7.156209,0.027929,7.283608,6.208079,6.3088,0.078892,Human highest,0.055547,0.054846,1.0
NANP,7.156209,0.027929,2.707247,4.306536,3.907385,0.078892,NHP highest,0.055547,0.054846,1.0
OLA1,7.156209,0.027929,7.647096,6.777761,6.977238,0.078892,Human highest,0.055547,0.054846,1.0
TCF7,7.156209,0.027929,3.020297,1.232026,1.602322,0.078892,Human highest,0.055547,0.054846,1.0
TDP2,7.156209,0.027929,5.022756,3.747963,4.173796,0.078892,Human highest,0.055547,0.054846,1.0
PIGT,7.156209,0.027929,3.316322,5.716428,5.195399,0.078892,NHP highest,0.055547,0.054846,1.0
ADAMTS13,7.156209,0.027929,4.592298,3.493774,3.700016,0.078892,Human highest,0.055547,0.054846,1.0
LNX2,7.156209,0.027929,4.44046,3.045508,3.359158,0.078892,Human highest,0.055547,0.054846,1.0
TRERF1,7.156209,0.027929,7.815252,8.520043,8.276417,0.078892,NHP highest,0.055547,0.054846,1.0
IGFBP2,7.156209,0.027929,2.909572,4.751848,4.26964,0.078892,NHP highest,0.055547,0.054846,1.0
ANKRD65,7.156209,0.027929,2.926324,0.2424,0.918442,0.078892,Human highest,0.055547,0.054846,1.0
NDRG2,7.123529,0.028389,1.10615,2.365528,1.180112,0.08013,NHP highest,0.049407,1.0,0.040899
FGF23,7.123529,0.028389,1.529975,0.65545,1.272857,0.08013,Human highest,0.049407,1.0,0.040899
CACNA2D1,7.123529,0.028389,9.748186,10.269008,9.827367,0.08013,NHP highest,0.049407,1.0,0.040899
AK8,7.123529,0.028389,3.87208,1.916865,3.859052,0.08013,Human highest,0.049407,1.0,0.040899
SLC5A3,7.112982,0.028539,0.0,5.623326,3.86612,0.080536,NHP highest,0.028205,0.156293,0.61478
HERPUD1,7.112644,0.028544,5.232122,5.485872,3.27838,0.080536,NHP highest,1.0,0.137623,0.07894
FAM124B,7.111225,0.028564,0.355908,0.068677,0.105556,0.080562,Human highest,0.10768,0.034034,1.0
TNFRSF1A,7.111225,0.028564,2.902175,0.088697,0.744689,0.080562,Human highest,0.10768,0.034034,1.0
KRT23,7.104561,0.028659,1.231766,0.065044,0.223803,0.080799,Human highest,0.052904,0.0604,1.0
MRGPRF,7.104561,0.028659,0.531284,0.022876,0.172872,0.080799,Human highest,0.052904,0.0604,1.0
RNF115,7.097386,0.028762,7.445144,6.804259,6.658252,0.080823,Human highest,0.344182,0.023365,1.0
TSPAN5,7.097386,0.028762,9.352408,8.337527,8.246033,0.080823,Human highest,0.344182,0.023365,1.0
TNKS,7.097386,0.028762,8.028851,6.548426,6.660877,0.080823,Human highest,0.344182,0.023365,1.0
RIC8B,7.097386,0.028762,7.35036,6.586933,6.439553,0.080823,Human highest,0.344182,0.023365,1.0
TMEM74,7.097386,0.028762,2.821522,1.972033,1.777234,0.080823,Human highest,0.344182,0.023365,1.0
EIF2A,7.097386,0.028762,5.236077,5.659406,5.95356,0.080823,Mouse highest,0.344182,0.023365,1.0
RALY,7.097386,0.028762,4.795974,5.419701,5.586378,0.080823,Mouse highest,0.344182,0.023365,1.0
RRP1,7.097386,0.028762,3.546421,6.821216,6.143628,0.080823,NHP highest,0.344182,0.023365,1.0
PPFIA3,7.097386,0.028762,5.493312,6.07716,6.185218,0.080823,Mouse highest,0.344182,0.023365,1.0
PDE7A,7.097386,0.028762,7.022146,6.500236,6.263214,0.080823,Human highest,0.344182,0.023365,1.0
MAP4K4,7.097386,0.028762,8.347506,6.226102,6.536827,0.080823,Human highest,0.344182,0.023365,1.0
ADCY6,7.097386,0.028762,5.006934,4.369529,4.270331,0.080823,Human highest,0.344182,0.023365,1.0
ID2,7.097386,0.028762,4.772075,7.747556,7.29018,0.080823,NHP highest,0.344182,0.023365,1.0
MLH3,7.097386,0.028762,6.368112,4.852704,4.979936,0.080823,Human highest,0.344182,0.023365,1.0
LRRTM4,7.097386,0.028762,12.733808,12.205424,12.005718,0.080823,Human highest,0.344182,0.023365,1.0
GPATCH4,7.097386,0.028762,3.788832,4.7255,4.899973,0.080823,Mouse highest,0.344182,0.023365,1.0
TMEM238,7.097386,0.028762,1.250354,1.856014,2.032057,0.080823,Mouse highest,0.344182,0.023365,1.0
HCRT,7.094118,0.028809,1.132358,0.901265,1.532419,0.080893,Mouse highest,1.0,0.047849,0.259189
TENM2,7.094118,0.028809,10.846696,10.947481,11.25385,0.080893,Mouse highest,1.0,0.047849,0.259189
FBXO24,7.094118,0.028809,0.679196,0.706798,1.065304,0.080893,Mouse highest,1.0,0.047849,0.259189
SPATA19,7.094118,0.028809,0.15843,0.214845,0.493047,0.080893,Mouse highest,1.0,0.047849,0.259189
SCN1B,7.077778,0.029046,5.601986,8.469566,7.481281,0.080986,NHP highest,0.030403,0.139229,0.698272
SLC7A8,7.077778,0.029046,5.474616,6.255477,5.955611,0.080986,NHP highest,0.030403,0.139229,0.698272
MEN1,7.077778,0.029046,3.516456,4.663059,4.169866,0.080986,NHP highest,0.030403,0.139229,0.698272
TRIM56,7.077778,0.029046,0.145099,0.633098,0.462375,0.080986,NHP highest,0.030403,0.139229,0.698272
METTL25,7.077778,0.029046,6.233705,4.521301,5.084753,0.080986,Human highest,0.030403,0.139229,0.698272
UNC5B,7.077778,0.029046,3.388803,1.073606,1.964028,0.080986,Human highest,0.030403,0.139229,0.698272
HSPA5,7.077778,0.029046,4.216218,6.749784,5.995304,0.080986,NHP highest,0.030403,0.139229,0.698272
CREG2,7.077778,0.029046,6.783864,7.57344,6.803733,0.080986,NHP highest,0.030403,1.0,0.080053
DSC2,7.077778,0.029046,2.314354,0.459354,1.911448,0.080986,Human highest,0.030403,1.0,0.080053
EPHA4,7.077778,0.029046,8.819022,9.277331,8.908303,0.080986,NHP highest,0.030403,1.0,0.080053
ZWILCH,7.077778,0.029046,3.40157,2.172947,2.558968,0.080986,Human highest,0.030403,0.139229,0.698272
RAB30,7.077778,0.029046,6.433852,5.403458,5.755702,0.080986,Human highest,0.030403,0.139229,0.698272
POLR3D,7.077778,0.029046,2.313853,4.468578,3.843777,0.080986,NHP highest,0.030403,0.139229,0.698272
TMEM192,7.077778,0.029046,5.00896,3.738657,4.798914,0.080986,Human highest,0.030403,1.0,0.080053
WDR13,7.077778,0.029046,3.913608,6.2532,5.487321,0.080986,NHP highest,0.030403,0.139229,0.698272
PLCB2,7.077778,0.029046,2.557872,1.223092,1.56403,0.080986,Human highest,0.030403,0.139229,0.698272
COX5A,7.077778,0.029046,4.963982,7.086603,6.379175,0.080986,NHP highest,0.030403,0.139229,0.698272
SCN9A,7.077778,0.029046,4.74202,3.220647,4.399237,0.080986,Human highest,0.030403,1.0,0.080053
SPRED1,7.077778,0.029046,7.823372,8.70171,7.860992,0.080986,NHP highest,0.030403,1.0,0.080053
ZFP62,7.077778,0.029046,3.979071,5.094505,4.216521,0.080986,NHP highest,0.030403,1.0,0.080053
ADAR,7.077778,0.029046,6.094237,7.224397,6.840727,0.080986,NHP highest,0.030403,0.139229,0.698272
PPP1R26,7.077778,0.029046,2.825354,3.65415,2.953532,0.080986,NHP highest,0.030403,1.0,0.080053
SYCP2,7.077778,0.029046,5.205407,4.043659,4.375413,0.080986,Human highest,0.030403,0.139229,0.698272
ALAD,7.077778,0.029046,4.234059,3.12253,3.633015,0.080986,Human highest,0.030403,0.139229,0.698272
NMNAT1,7.077778,0.029046,5.063122,2.700444,3.499621,0.080986,Human highest,0.030403,0.139229,0.698272
ENKUR,7.077778,0.029046,3.968548,2.978378,3.615968,0.080986,Human highest,0.030403,1.0,0.080053
SLC9B2,7.072549,0.029122,6.371353,2.504952,4.032847,0.080986,Human highest,0.023607,0.494376,0.199493
SLIT2,7.072549,0.029122,8.53197,6.036027,7.199182,0.080986,Human highest,0.023607,0.494376,0.199493
GGCT,7.072549,0.029122,5.678173,4.415124,4.918468,0.080986,Human highest,0.023607,0.494376,0.199493
TTYH1,7.072549,0.029122,6.2143,7.638637,6.902311,0.080986,NHP highest,0.023607,0.494376,0.199493
SCFD1,7.072549,0.029122,7.347585,5.628739,6.298679,0.080986,Human highest,0.023607,0.494376,0.199493
ARL6,7.072549,0.029122,6.412758,5.192327,5.832399,0.080986,Human highest,0.023607,0.494376,0.199493
MAST1,7.072549,0.029122,7.007741,4.737622,5.729317,0.080986,Human highest,0.023607,0.494376,0.199493
CEPT1,7.072549,0.029122,5.799224,5.237122,5.500311,0.080986,Human highest,0.023607,0.494376,0.199493
TWF1,7.072549,0.029122,3.702228,5.295063,4.671102,0.080986,NHP highest,0.023607,0.494376,0.199493
MOXD1,7.072549,0.029122,5.364174,0.541279,2.48815,0.080986,Human highest,0.023607,0.494376,0.199493
IDUA,7.072549,0.029122,3.515013,1.84339,2.599698,0.080986,Human highest,0.023607,0.494376,0.199493
MAP6D1,7.072549,0.029122,3.974814,5.591494,4.671336,0.080986,NHP highest,0.023607,0.494376,0.199493
CADPS2,7.072549,0.029122,9.475542,5.275598,7.380838,0.080986,Human highest,0.023607,0.494376,0.199493
TCFL5,7.072549,0.029122,4.555253,1.942657,3.034099,0.080986,Human highest,0.023607,0.494376,0.199493
NAT10,7.072549,0.029122,5.423986,3.79314,4.394966,0.080986,Human highest,0.023607,0.494376,0.199493
NCAPG2,7.072549,0.029122,4.026197,2.775083,3.335439,0.080986,Human highest,0.023607,0.494376,0.199493
YY1,7.072549,0.029122,5.73061,6.33637,5.969805,0.080986,NHP highest,0.023607,0.494376,0.199493
ENDOD1,7.072549,0.029122,4.631365,5.560557,5.066303,0.080986,NHP highest,0.023607,0.494376,0.199493
EGR2,7.072549,0.029122,1.86211,4.60915,2.993982,0.080986,NHP highest,0.023607,0.494376,0.199493
THNSL1,7.072549,0.029122,3.191195,4.591361,3.971038,0.080986,NHP highest,0.023607,0.494376,0.199493
POU6F2,7.072549,0.029122,7.908177,2.575471,4.703011,0.080986,Human highest,0.023607,0.494376,0.199493
ZNF583,7.072549,0.029122,4.766981,3.813176,4.300188,0.080986,Human highest,0.023607,0.494376,0.199493
ACSS1,7.072549,0.029122,0.984573,2.184833,1.605626,0.080986,NHP highest,0.023607,0.494376,0.199493
OXNAD1,7.072549,0.029122,6.466909,2.901508,4.239248,0.080986,Human highest,0.023607,0.494376,0.199493
NCF1,7.072229,0.029126,0.079548,0.736055,0.804414,0.080986,Mouse highest,0.047774,0.06977,1.0
MATR3,7.056209,0.029361,7.656184,7.873496,8.020272,0.08147,Mouse highest,0.630405,0.024553,1.0
RUNDC1,7.056209,0.029361,4.775288,5.140629,5.347254,0.08147,Mouse highest,0.630405,0.024553,1.0
CCDC88A,7.056209,0.029361,8.62901,8.410983,8.252787,0.08147,Human highest,0.630405,0.024553,1.0
PANK2,7.056209,0.029361,5.828637,6.0738,6.159857,0.08147,Mouse highest,0.630405,0.024553,1.0
CCDC107,7.056209,0.029361,3.978096,4.756055,5.171941,0.08147,Mouse highest,0.630405,0.024553,1.0
BEND4,7.056209,0.029361,2.763833,3.158637,3.354167,0.08147,Mouse highest,0.630405,0.024553,1.0
RC3H1,7.056209,0.029361,6.19732,6.484385,6.54892,0.08147,Mouse highest,0.630405,0.024553,1.0
GJC3,7.056209,0.029361,1.472278,0.589095,0.49405,0.08147,Human highest,0.630405,0.024553,1.0
MILR1,7.054902,0.02938,1.164828,0.416814,1.324487,0.08147,Mouse highest,0.114168,1.0,0.026596
SLC1A4,7.054902,0.02938,5.28686,4.85499,5.310968,0.08147,Mouse highest,0.114168,1.0,0.026596
PROX1,7.054902,0.02938,0.802576,0.244622,0.907458,0.08147,Mouse highest,0.114168,1.0,0.026596
P4HTM,7.054902,0.02938,6.522062,5.598372,6.44535,0.08147,Human highest,0.058861,1.0,0.037588
ASCC1,7.054902,0.02938,6.03934,4.684155,6.112743,0.08147,Mouse highest,0.058861,1.0,0.037588
RELL1,7.054902,0.02938,2.296061,1.427276,2.2877,0.08147,Human highest,0.058861,1.0,0.037588
CACNA1S,7.054187,0.02939,1.376204,0.118322,0.568066,0.08147,Human highest,0.040621,0.087527,1.0
TARM1,7.054187,0.02939,0.722472,0.092685,0.262815,0.08147,Human highest,0.040621,0.087527,1.0
GJA1,7.048276,0.029477,0.266393,1.639407,0.323296,0.08168,NHP highest,0.068845,1.0,0.03391
RAB11FIP1,7.048276,0.029477,5.039624,0.25325,1.444368,0.08168,Human highest,0.068845,0.049291,1.0
SPATA18,7.0445,0.029533,1.508395,0.013732,0.635172,0.081819,Human highest,0.023981,0.36394,0.275984
EEF1D,7.043137,0.029553,4.510717,4.649176,4.901466,0.081844,Mouse highest,1.0,0.032882,0.499249
RIT2,7.043137,0.029553,8.073523,7.574356,7.239435,0.081844,Human highest,1.0,0.032882,0.499249
IZUMO3,7.028679,0.029767,0.037607,0.0,0.005105,0.08218,Human highest,0.065672,0.052246,1.0
NUP62,7.027742,0.029781,0.001418,4.360814,2.944266,0.08218,NHP highest,0.024928,0.285961,0.354087
GRB7,7.025263,0.029818,0.685159,0.0,0.299648,0.08218,Human highest,0.026419,0.222178,0.454813
ZIC1,7.020351,0.029892,0.032526,0.358543,0.032149,0.08218,NHP highest,0.162528,1.0,0.024932
