gene,kw_stat,kw_pval,mean_Human,mean_RhesusM,mean_Mouse,kw_fdr,direction,p_Human_NHP,p_Human_Mouse,p_NHP_Mouse
FAM219A,7.424837,0.024418,5.88435,7.246747,7.160286,0.073686,NHP highest,0.17175,0.022229,1.0
CYTH2,7.424837,0.024418,3.253386,4.853729,4.726401,0.073686,NHP highest,0.17175,0.022229,1.0
BNIP1,7.424837,0.024418,3.034509,4.282503,4.175051,0.073686,NHP highest,0.17175,0.022229,1.0
PROKR2,7.424837,0.024418,0.89412,0.424501,0.39649,0.073686,Human highest,0.17175,0.022229,1.0
PHF12,7.424837,0.024418,4.910286,5.942386,5.815586,0.073686,NHP highest,0.17175,0.022229,1.0
PITRM1,7.424837,0.024418,4.968618,4.491303,4.488958,0.073686,Human highest,0.17175,0.022229,1.0
KIAA0825,7.424837,0.024418,8.061633,7.3923,7.446355,0.073686,Human highest,0.17175,0.022229,1.0
ADCY3,7.424837,0.024418,6.172925,5.415086,5.516326,0.073686,Human highest,0.17175,0.022229,1.0
SLC35B2,7.424837,0.024418,2.346684,3.619947,3.578226,0.073686,NHP highest,0.17175,0.022229,1.0
SIPA1L2,7.424837,0.024418,6.535307,3.026444,3.8339,0.073686,Human highest,0.17175,0.022229,1.0
MED24,7.424837,0.024418,4.964309,5.250455,5.386722,0.073686,Mouse highest,0.17175,0.022229,1.0
GPR161,7.424837,0.024418,3.585546,2.391657,2.339021,0.073686,Human highest,0.17175,0.022229,1.0
SCN1A,7.424837,0.024418,8.781304,7.388038,7.557169,0.073686,Human highest,0.17175,0.022229,1.0
KLHDC8B,7.424837,0.024418,3.373561,4.555625,4.446297,0.073686,NHP highest,0.17175,0.022229,1.0
SDHAF4,7.424837,0.024418,3.958756,5.783015,5.573605,0.073686,NHP highest,0.17175,0.022229,1.0
SLC9A7,7.424837,0.024418,6.045849,5.611663,5.504197,0.073686,Human highest,0.17175,0.022229,1.0
CTNNBIP1,7.420915,0.024466,4.859189,5.334774,5.660004,0.073686,Mouse highest,1.0,0.029862,0.389948
L3MBTL4,7.420915,0.024466,6.977374,2.247229,3.3297,0.073686,Human highest,0.09216,0.029862,1.0
UBL7,7.420915,0.024466,3.262504,4.429714,4.280378,0.073686,NHP highest,0.09216,0.029862,1.0
CAPN11,7.420915,0.024466,0.853125,2.357599,2.120688,0.073686,NHP highest,0.09216,0.029862,1.0
EYA3,7.420915,0.024466,6.818653,5.518969,5.843208,0.073686,Human highest,0.09216,0.029862,1.0
ARF4,7.420915,0.024466,5.274118,6.698572,6.517733,0.073686,NHP highest,0.09216,0.029862,1.0
OCA2,7.420915,0.024466,5.722127,0.777279,2.049264,0.073686,Human highest,0.09216,0.029862,1.0
ICMT,7.420915,0.024466,4.172362,4.788605,4.783667,0.073686,NHP highest,0.09216,0.029862,1.0
ZBTB3,7.420915,0.024466,0.828719,1.425682,1.363703,0.073686,NHP highest,0.09216,0.029862,1.0
B4GALT6,7.420915,0.024466,6.252889,7.640254,7.291487,0.073686,NHP highest,0.09216,0.029862,1.0
MTPAP,7.420915,0.024466,4.129336,4.712628,5.153511,0.073686,Mouse highest,0.09216,0.029862,1.0
RAB1A,7.420915,0.024466,6.433912,7.565468,7.35139,0.073686,NHP highest,0.09216,0.029862,1.0
MPP2,7.420915,0.024466,5.540472,6.939987,6.7952,0.073686,NHP highest,0.09216,0.029862,1.0
CENPO,7.420915,0.024466,3.319996,1.987933,2.151257,0.073686,Human highest,0.09216,0.029862,1.0
GGACT,7.420915,0.024466,3.188658,4.526769,4.457724,0.073686,NHP highest,0.09216,0.029862,1.0
RNF8,7.420915,0.024466,5.116064,5.641297,5.616568,0.073686,NHP highest,0.09216,0.029862,1.0
ZEB1,7.420915,0.024466,8.570467,6.448468,6.910891,0.073686,Human highest,0.09216,0.029862,1.0
C2CD4D,7.420915,0.024466,2.16803,0.562888,0.80057,0.073686,Human highest,0.09216,0.029862,1.0
RPAP3,7.420915,0.024466,4.477936,4.231347,4.233245,0.073686,Human highest,0.09216,0.029862,1.0
CTTN,7.420915,0.024466,7.33839,6.127457,6.416098,0.073686,Human highest,0.09216,0.029862,1.0
CRBN,7.420915,0.024466,6.501049,5.15568,5.419152,0.073686,Human highest,0.09216,0.029862,1.0
FZD5,7.420915,0.024466,0.940194,0.362856,0.425481,0.073686,Human highest,0.09216,0.029862,1.0
CNPY2,7.411765,0.024579,5.967618,4.717514,5.437308,0.073686,Human highest,0.01944,0.395979,0.213238
EFHB,7.411765,0.024579,1.956811,0.746032,1.40054,0.073686,Human highest,0.01944,0.395979,0.213238
MPPED2,7.411765,0.024579,7.680995,7.035234,7.334914,0.073686,Human highest,0.01944,0.395979,0.213238
MEX3B,7.411765,0.024579,1.986572,4.496079,3.272873,0.073686,NHP highest,0.01944,0.395979,0.213238
ALG3,7.411765,0.024579,3.54988,2.575516,3.130958,0.073686,Human highest,0.01944,0.395979,0.213238
TTC8,7.411765,0.024579,6.791674,6.049772,6.424027,0.073686,Human highest,0.01944,0.395979,0.213238
CALB1,7.411765,0.024579,3.719988,8.418156,6.736914,0.073686,NHP highest,0.01944,0.395979,0.213238
RERG,7.411765,0.024579,3.653246,1.9665,2.863897,0.073686,Human highest,0.01944,0.395979,0.213238
RFC3,7.411765,0.024579,5.996227,2.133997,3.5483,0.073686,Human highest,0.01944,0.395979,0.213238
TMEFF2,7.411765,0.024579,8.280227,9.034744,8.634749,0.073686,NHP highest,0.01944,0.395979,0.213238
KLC4,7.411765,0.024579,4.717702,2.663499,3.623501,0.073686,Human highest,0.01944,0.395979,0.213238
COPS7A,7.411765,0.024579,4.543534,6.895598,5.909305,0.073686,NHP highest,0.01944,0.395979,0.213238
UBXN2B,7.405882,0.024651,6.326614,5.901064,6.037358,0.073686,Human highest,0.023607,0.150628,0.556863
STRN4,7.405882,0.024651,4.740282,7.478574,6.573948,0.073686,NHP highest,0.023607,0.150628,0.556863
SUCLA2,7.405882,0.024651,5.683468,6.41915,6.16757,0.073686,NHP highest,0.023607,0.150628,0.556863
RAB5C,7.405882,0.024651,4.666769,6.479822,5.919262,0.073686,NHP highest,0.023607,0.150628,0.556863
SERINC3,7.405882,0.024651,6.108096,6.961684,6.6415,0.073686,NHP highest,0.023607,0.150628,0.556863
PFKFB1,7.405882,0.024651,2.002525,0.966426,1.367231,0.073686,Human highest,0.023607,0.150628,0.556863
GLIPR1,7.405882,0.024651,3.524639,1.307285,2.195599,0.073686,Human highest,0.023607,0.150628,0.556863
CCT2,7.405882,0.024651,4.836303,6.065563,5.734048,0.073686,NHP highest,0.023607,0.150628,0.556863
DACH1,7.405882,0.024651,5.395995,1.260971,2.692784,0.073686,Human highest,0.023607,0.150628,0.556863
DR1,7.405882,0.024651,3.542655,4.996312,4.469101,0.073686,NHP highest,0.023607,0.150628,0.556863
CCDC97,7.405882,0.024651,3.08046,4.854337,4.298916,0.073686,NHP highest,0.023607,0.150628,0.556863
C1QB,7.403329,0.024682,0.10736,0.79896,0.187781,0.073686,NHP highest,0.04677,1.0,0.033558
FBXL6,7.391503,0.024829,3.941594,3.60785,4.395526,0.073686,Mouse highest,1.0,0.204328,0.046992
SEMA3E,7.391503,0.024829,2.062923,1.497711,2.466072,0.073686,Mouse highest,0.375028,0.921864,0.020963
SLC44A2,7.391503,0.024829,4.889295,4.458123,5.231758,0.073686,Mouse highest,0.375028,0.921864,0.020963
CA11,7.391503,0.024829,6.666235,6.425253,7.284033,0.073686,Mouse highest,1.0,0.204328,0.046992
PABPC5,7.391503,0.024829,2.096587,2.33018,1.45577,0.073686,NHP highest,1.0,0.204328,0.046992
CPEB2,7.391503,0.024829,6.164196,6.300391,5.747887,0.073686,NHP highest,1.0,0.204328,0.046992
LMBRD2,7.391503,0.024829,6.473978,6.834998,6.247606,0.073686,NHP highest,0.375028,0.921864,0.020963
CDC123,7.391503,0.024829,6.074274,5.826458,6.263981,0.073686,Mouse highest,0.375028,0.921864,0.020963
LRRC3B,7.389542,0.024853,4.591214,6.154501,5.981622,0.073686,NHP highest,0.140493,0.024553,1.0
TMEM88,7.389542,0.024853,0.815705,1.466954,1.480828,0.073686,Mouse highest,0.140493,0.024553,1.0
KLF1,7.389542,0.024853,0.012316,0.206974,0.233339,0.073686,Mouse highest,0.140493,0.024553,1.0
OSCAR,7.389542,0.024853,1.216806,2.322479,2.200257,0.073686,NHP highest,0.140493,0.024553,1.0
S1PR5,7.389542,0.024853,0.041092,1.626396,1.32585,0.073686,NHP highest,0.140493,0.024553,1.0
ZSCAN20,7.389542,0.024853,2.244307,2.781031,2.849501,0.073686,Mouse highest,0.140493,0.024553,1.0
COL20A1,7.389542,0.024853,0.680953,3.547619,2.971744,0.073686,NHP highest,0.140493,0.024553,1.0
ZBTB14,7.389542,0.024853,2.290146,4.463628,4.108612,0.073686,NHP highest,0.140493,0.024553,1.0
RRBP1,7.389542,0.024853,2.738459,4.69858,4.481996,0.073686,NHP highest,0.140493,0.024553,1.0
CNN3,7.389542,0.024853,4.483019,1.903057,2.2992,0.073686,Human highest,0.140493,0.024553,1.0
TMEM132A,7.389542,0.024853,5.555391,6.467876,6.540089,0.073686,Mouse highest,0.140493,0.024553,1.0
BAIAP2L1,7.389542,0.024853,5.311637,1.472676,1.961228,0.073686,Human highest,0.140493,0.024553,1.0
TSPAN33,7.389542,0.024853,2.952675,4.986535,4.606994,0.073686,NHP highest,0.140493,0.024553,1.0
CAPSL,7.389542,0.024853,0.628442,1.330101,1.315826,0.073686,NHP highest,0.140493,0.024553,1.0
SUMF1,7.389542,0.024853,6.555389,5.036078,5.365383,0.073686,Human highest,0.140493,0.024553,1.0
R3HDM1,7.389542,0.024853,10.781653,9.290181,9.510164,0.073686,Human highest,0.140493,0.024553,1.0
SLX4IP,7.389542,0.024853,5.85799,5.552463,5.4079,0.073686,Human highest,0.140493,0.024553,1.0
PON1,7.389542,0.024853,0.468588,0.194375,0.173178,0.073686,Human highest,0.140493,0.024553,1.0
MANSC1,7.389542,0.024853,4.719149,2.573092,2.959081,0.073686,Human highest,0.140493,0.024553,1.0
CHMP5,7.389542,0.024853,4.747326,6.079819,5.948687,0.073686,NHP highest,0.140493,0.024553,1.0
PLEKHA7,7.389542,0.024853,5.152525,3.384694,3.355586,0.073686,Human highest,0.140493,0.024553,1.0
NRSN2,7.389542,0.024853,5.531178,4.845952,4.386965,0.073686,Human highest,0.140493,0.024553,1.0
FOXO4,7.389542,0.024853,0.938207,1.827204,1.737506,0.073686,NHP highest,0.140493,0.024553,1.0
DUOX1,7.389542,0.024853,4.166415,0.483186,1.161806,0.073686,Human highest,0.140493,0.024553,1.0
ADAMTS19,7.389542,0.024853,6.857594,1.309082,2.713562,0.073686,Human highest,0.140493,0.024553,1.0
STRIP1,7.389542,0.024853,4.670314,5.038868,5.184585,0.073686,Mouse highest,0.140493,0.024553,1.0
ZNF182,7.388235,0.024869,3.630016,5.00812,4.872854,0.073686,NHP highest,0.114168,0.027091,1.0
RAD50,7.388235,0.024869,6.442737,5.017569,5.328839,0.073686,Human highest,0.114168,0.027091,1.0
MCPH1,7.388235,0.024869,7.356793,5.619573,6.016624,0.073686,Human highest,0.114168,0.027091,1.0
KLRG2,7.388235,0.024869,1.958896,0.231782,0.524693,0.073686,Human highest,0.114168,0.027091,1.0
GPR155,7.388235,0.024869,7.148542,5.473249,5.739618,0.073686,Human highest,0.114168,0.027091,1.0
TSHR,7.388235,0.024869,3.849515,1.355723,1.88858,0.073686,Human highest,0.114168,0.027091,1.0
PDIA3,7.388235,0.024869,5.535053,5.960126,5.977639,0.073686,Mouse highest,0.114168,0.027091,1.0
TAF4B,7.388235,0.024869,5.95565,2.604529,3.445492,0.073686,Human highest,0.114168,0.027091,1.0
LIX1,7.388235,0.024869,0.480913,6.188709,4.668274,0.073686,NHP highest,0.114168,0.027091,1.0
GABRA2,7.388235,0.024869,8.154738,9.274322,9.178837,0.073686,NHP highest,0.114168,0.027091,1.0
ANKS1A,7.388235,0.024869,7.169686,4.778948,5.176582,0.073686,Human highest,0.114168,0.027091,1.0
USP49,7.388235,0.024869,6.268846,4.517867,4.841577,0.073686,Human highest,0.114168,0.027091,1.0
CBX8,7.388235,0.024869,0.58344,2.68076,2.238222,0.073686,NHP highest,0.114168,0.027091,1.0
CAPN5,7.388235,0.024869,3.576068,4.527905,4.365073,0.073686,NHP highest,0.114168,0.027091,1.0
NOL11,7.388235,0.024869,3.975432,5.025698,4.848873,0.073686,NHP highest,0.114168,0.027091,1.0
SLC27A3,7.388235,0.024869,2.671754,1.145034,1.229047,0.073686,Human highest,0.114168,0.027091,1.0
PRR18,7.388235,0.024869,0.547552,3.080822,2.638211,0.073686,NHP highest,0.114168,0.027091,1.0
MAP4K2,7.388235,0.024869,3.328791,4.296784,4.278488,0.073686,NHP highest,0.114168,0.027091,1.0
GREM1,7.388235,0.024869,0.689063,1.999346,2.108336,0.073686,Mouse highest,0.114168,0.027091,1.0
RILP,7.388235,0.024869,1.906215,0.911273,0.976609,0.073686,Human highest,0.114168,0.027091,1.0
ASB2,7.388235,0.024869,3.676814,0.786764,1.405526,0.073686,Human highest,0.114168,0.027091,1.0
ORC3,7.388235,0.024869,6.642901,4.817309,5.205838,0.073686,Human highest,0.114168,0.027091,1.0
OGDH,7.388235,0.024869,6.30052,7.038938,7.009383,0.073686,NHP highest,0.114168,0.027091,1.0
UCN2,7.384741,0.024913,0.005127,0.113391,0.018298,0.0738,NHP highest,0.141894,1.0,0.020452
ATP2C2,7.368801,0.025112,3.054514,1.160297,1.238904,0.074375,Human highest,0.043147,0.059086,1.0
MIP,7.349754,0.025353,0.242508,0.158312,0.075442,0.074845,Human highest,0.726441,0.021796,0.873604
IFNK,7.349545,0.025355,0.027311,0.09435,0.013579,0.074845,NHP highest,0.354383,0.980181,0.02115
FLG,7.348659,0.025366,0.529373,0.013732,0.111678,0.074845,Human highest,0.083598,0.033534,1.0
C1QC,7.345967,0.025401,0.12742,0.917214,0.189209,0.074845,NHP highest,0.056,1.0,0.030723
SLC4A9,7.343137,0.025437,2.093505,0.990552,2.671592,0.074845,Mouse highest,0.18041,1.0,0.02034
AFTPH,7.343137,0.025437,6.552314,6.964898,6.65283,0.074845,NHP highest,0.034415,1.0,0.048302
ITFG2,7.343137,0.025437,4.668989,3.653845,4.972984,0.074845,Mouse highest,0.034415,1.0,0.048302
ITGB8,7.343137,0.025437,5.967308,6.301487,5.744383,0.074845,NHP highest,0.18041,1.0,0.02034
REPS2,7.343137,0.025437,7.518789,7.765476,7.540978,0.074845,NHP highest,0.034415,1.0,0.048302
FLAD1,7.343137,0.025437,4.208953,2.992784,4.155441,0.074845,Human highest,0.034415,1.0,0.048302
TNS4,7.343137,0.025437,0.471929,0.196739,0.46393,0.074845,Human highest,0.034415,1.0,0.048302
LMX1A,7.343137,0.025437,0.250766,0.052565,0.658266,0.074845,Mouse highest,0.18041,1.0,0.02034
SIT1,7.334187,0.025551,0.0,0.116188,0.120179,0.074845,Mouse highest,0.035431,0.078452,1.0
GPR152,7.334187,0.025551,0.0,0.283638,0.180349,0.074845,NHP highest,0.035431,0.078452,1.0
SULT1E1,7.334187,0.025551,0.199381,0.031402,0.079601,0.074845,Human highest,0.035431,0.078452,1.0
ATP6V1B2,7.33268,0.02557,6.069792,8.98717,7.88558,0.074845,NHP highest,0.020749,0.292608,0.300201
VCAM1,7.33268,0.02557,0.02672,0.718208,0.562685,0.074845,NHP highest,0.043871,0.059995,1.0
PTPRK,7.33268,0.02557,9.886574,8.942052,9.242031,0.074845,Human highest,0.043871,0.059995,1.0
SUDS3,7.33268,0.02557,5.228633,6.452389,6.115063,0.074845,NHP highest,0.043871,0.059995,1.0
SMYD1,7.33268,0.02557,0.440024,0.92322,0.83141,0.074845,NHP highest,0.043871,0.059995,1.0
NCAN,7.33268,0.02557,5.628149,7.447305,6.804828,0.074845,NHP highest,0.020749,0.292608,0.300201
MAP3K10,7.33268,0.02557,5.267665,6.455683,6.083275,0.074845,NHP highest,0.043871,0.059995,1.0
RIN3,7.33268,0.02557,4.626542,0.727164,1.849802,0.074845,Human highest,0.043871,0.059995,1.0
ARHGEF6,7.33268,0.02557,4.213388,0.478319,1.599777,0.074845,Human highest,0.043871,0.059995,1.0
SMAD7,7.33268,0.02557,3.297344,5.11342,4.189945,0.074845,NHP highest,0.020749,0.292608,0.300201
ABRACL,7.33268,0.02557,3.98351,2.889528,3.097824,0.074845,Human highest,0.043871,0.059995,1.0
MMP21,7.33268,0.02557,1.072109,0.289951,0.466455,0.074845,Human highest,0.043871,0.059995,1.0
HEXIM1,7.33268,0.02557,3.241117,5.035068,4.304565,0.074845,NHP highest,0.020749,0.292608,0.300201
ZFP69,7.33268,0.02557,2.798758,0.927341,1.477465,0.074845,Human highest,0.043871,0.059995,1.0
GALNTL6,7.33268,0.02557,9.548161,5.608104,7.100524,0.074845,Human highest,0.020749,0.292608,0.300201
PTPN3,7.33268,0.02557,6.175608,6.93472,6.555603,0.074845,NHP highest,0.020749,0.292608,0.300201
PTPN21,7.33268,0.02557,4.756362,2.801851,3.366626,0.074845,Human highest,0.043871,0.059995,1.0
CTSF,7.33268,0.02557,5.213052,3.669718,4.084507,0.074845,Human highest,0.043871,0.059995,1.0
SPATA17,7.33268,0.02557,3.193549,1.278067,1.887206,0.074845,Human highest,0.043871,0.059995,1.0
MATN3,7.33268,0.02557,0.184898,1.059056,0.967624,0.074845,NHP highest,0.043871,0.059995,1.0
ERICH2,7.33268,0.02557,3.137225,0.246746,1.0943,0.074845,Human highest,0.043871,0.059995,1.0
OIP5,7.33268,0.02557,2.352834,0.739782,1.129324,0.074845,Human highest,0.043871,0.059995,1.0
KCNN4,7.33268,0.02557,1.276626,0.097486,0.639806,0.074845,Human highest,0.020749,0.292608,0.300201
GPRIN3,7.33268,0.02557,2.284218,3.887537,3.682257,0.074845,NHP highest,0.043871,0.059995,1.0
DCTN6,7.33268,0.02557,4.929956,6.132124,5.905221,0.074845,NHP highest,0.043871,0.059995,1.0
UCP2,7.33268,0.02557,0.184655,0.638248,0.562454,0.074845,NHP highest,0.043871,0.059995,1.0
ADCYAP1R1,7.33268,0.02557,3.147116,5.267137,4.744032,0.074845,NHP highest,0.043871,0.059995,1.0
METAP2,7.33268,0.02557,5.793344,6.613286,6.444284,0.074845,NHP highest,0.043871,0.059995,1.0
BST2,7.33268,0.02557,0.05811,0.939193,0.715253,0.074845,NHP highest,0.043871,0.059995,1.0
NOM1,7.33268,0.02557,3.9684,4.923228,4.698618,0.074845,NHP highest,0.043871,0.059995,1.0
GLDC,7.33268,0.02557,4.13979,1.361034,2.41886,0.074845,Human highest,0.020749,0.292608,0.300201
EFCAB5,7.33268,0.02557,5.10898,4.445787,4.571686,0.074845,Human highest,0.043871,0.059995,1.0
ENPP6,7.33268,0.02557,2.797222,1.401859,1.690028,0.074845,Human highest,0.043871,0.059995,1.0
RXRA,7.33268,0.02557,3.59554,2.254687,2.472619,0.074845,Human highest,0.043871,0.059995,1.0
ETF1,7.33268,0.02557,4.897892,6.047992,5.628409,0.074845,NHP highest,0.020749,0.292608,0.300201
RFC5,7.330719,0.025595,4.397809,3.787894,3.994357,0.074845,Human highest,0.022137,0.212031,0.413358
CABP7,7.330719,0.025595,0.113814,1.173907,0.776878,0.074845,NHP highest,0.022137,0.212031,0.413358
KCNN1,7.330719,0.025595,4.850438,2.224789,3.172454,0.074845,Human highest,0.022137,0.212031,0.413358
PSD2,7.330719,0.025595,4.256323,2.757681,3.378164,0.074845,Human highest,0.022137,0.212031,0.413358
TMPRSS11D,7.330719,0.025595,2.431569,0.835552,1.316042,0.074845,Human highest,0.022137,0.212031,0.413358
EIF4G3,7.330719,0.025595,9.618055,8.416693,8.838952,0.074845,Human highest,0.022137,0.212031,0.413358
PMS1,7.330719,0.025595,6.54748,3.770071,4.736562,0.074845,Human highest,0.022137,0.212031,0.413358
SETDB2,7.330719,0.025595,5.699481,2.744919,3.73669,0.074845,Human highest,0.022137,0.212031,0.413358
CCDC18,7.330719,0.025595,4.677445,1.669137,2.690563,0.074845,Human highest,0.022137,0.212031,0.413358
IDH2,7.330719,0.025595,4.93921,2.984881,3.761544,0.074845,Human highest,0.022137,0.212031,0.413358
ALKBH5,7.330719,0.025595,5.043947,6.026749,5.508004,0.074845,NHP highest,0.022137,0.212031,0.413358
NSF,7.330719,0.025595,8.263423,9.547811,9.138452,0.074845,NHP highest,0.022137,0.212031,0.413358
TNNT2,7.330719,0.025595,3.683334,1.860589,2.784048,0.074845,Human highest,0.022137,0.212031,0.413358
CYLD,7.327422,0.025637,6.054125,8.232186,5.373981,0.074938,NHP highest,0.024688,0.991499,0.085269
NDRG4,7.327422,0.025637,6.723536,10.141853,6.767087,0.074938,NHP highest,0.024688,0.991499,0.085269
GAPVD1,7.313725,0.025813,6.766951,6.87889,7.136951,0.075392,Mouse highest,0.729914,0.022229,0.877161
PRRG4,7.313725,0.025813,0.738152,1.091692,1.319918,0.075392,Mouse highest,0.729914,0.022229,0.877161
CCT7,7.313725,0.025813,4.33127,5.061231,5.384406,0.075392,Mouse highest,0.729914,0.022229,0.877161
NEK3,7.313725,0.025813,1.471417,1.756236,2.592223,0.075392,Mouse highest,0.729914,0.022229,0.877161
ID3,7.302513,0.025958,0.071261,0.877119,0.142001,0.075537,NHP highest,0.04551,1.0,0.037512
HRC,7.301307,0.025974,0.118175,0.228429,0.472831,0.075537,Mouse highest,1.0,0.025794,0.597915
CEP164,7.301307,0.025974,4.924887,5.321485,5.521469,0.075537,Mouse highest,1.0,0.025794,0.597915
LRRC4,7.291503,0.026102,4.624732,7.37488,5.83331,0.075537,NHP highest,0.025165,0.995063,0.086442
TGFB1,7.291503,0.026102,2.095042,0.290182,1.748592,0.075537,Human highest,0.025165,0.995063,0.086442
NPLOC4,7.291503,0.026102,6.51669,5.583414,6.195649,0.075537,Human highest,0.025165,0.995063,0.086442
WDR26,7.291503,0.026102,6.368093,7.28175,6.696264,0.075537,NHP highest,0.025165,0.995063,0.086442
WDR27,7.291503,0.026102,6.516039,3.426225,5.065854,0.075537,Human highest,0.025165,0.995063,0.086442
GLB1,7.291503,0.026102,6.224228,4.697063,5.506795,0.075537,Human highest,0.025165,0.995063,0.086442
ILDR2,7.291503,0.026102,6.1813,8.526197,6.919113,0.075537,NHP highest,0.025165,0.995063,0.086442
ABCC10,7.291503,0.026102,4.827504,2.875896,4.246693,0.075537,Human highest,0.025165,0.995063,0.086442
AHCYL1,7.291503,0.026102,5.980832,7.669276,6.688597,0.075537,NHP highest,0.025165,0.995063,0.086442
FAM171B,7.291503,0.026102,7.355422,9.145504,8.039345,0.075537,NHP highest,0.025165,0.995063,0.086442
WDR70,7.291503,0.026102,7.88987,6.074847,6.884316,0.075537,Human highest,0.025165,0.995063,0.086442
CFAP36,7.291503,0.026102,6.520673,7.107916,6.597334,0.075537,NHP highest,0.025165,0.995063,0.086442
PRPSAP1,7.291503,0.026102,5.301,4.397383,5.060053,0.075537,Human highest,0.025165,0.995063,0.086442
HEATR1,7.291503,0.026102,5.668487,3.885035,4.621778,0.075537,Human highest,0.025165,0.995063,0.086442
SMAP2,7.291503,0.026102,6.856532,8.125046,7.242579,0.075537,NHP highest,0.025165,0.995063,0.086442
ALG8,7.291503,0.026102,5.482011,3.636133,4.866386,0.075537,Human highest,0.025165,0.995063,0.086442
SNX32,7.291503,0.026102,6.715922,4.923312,6.128045,0.075537,Human highest,0.025165,0.995063,0.086442
TMEM91,7.291503,0.026102,4.971332,1.839073,3.654147,0.075537,Human highest,0.025165,0.995063,0.086442
FREM1,7.291503,0.026102,4.064331,1.32597,3.018317,0.075537,Human highest,0.025165,0.995063,0.086442
APEX2,7.291503,0.026102,1.126343,6.623191,4.589789,0.075537,NHP highest,0.025165,0.995063,0.086442
ZBTB18,7.291503,0.026102,6.205042,8.712944,7.183454,0.075537,NHP highest,0.025165,0.995063,0.086442
KIF2A,7.291503,0.026102,6.618672,7.246392,6.755853,0.075537,NHP highest,0.025165,0.995063,0.086442
GPR26,7.291503,0.026102,3.272928,6.719838,4.140481,0.075537,NHP highest,0.025165,0.995063,0.086442
VRK3,7.291503,0.026102,4.792538,3.393479,4.558896,0.075537,Human highest,0.025165,0.995063,0.086442
KLF9,7.291503,0.026102,5.252112,9.084851,7.28576,0.075537,NHP highest,0.025165,0.995063,0.086442
AIMP2,7.291503,0.026102,3.808077,2.634702,3.61092,0.075537,Human highest,0.025165,0.995063,0.086442
DUSP7,7.291503,0.026102,3.02367,6.553042,4.630888,0.075537,NHP highest,0.025165,0.995063,0.086442
HEXA,7.291503,0.026102,5.616755,4.660854,5.555017,0.075537,Human highest,0.025165,0.995063,0.086442
SLC18B1,7.291503,0.026102,4.680094,4.008015,4.603199,0.075537,Human highest,0.025165,0.995063,0.086442
TMEM18,7.291503,0.026102,2.932072,4.561457,3.425544,0.075537,NHP highest,0.025165,0.995063,0.086442
TNFAIP1,7.291503,0.026102,4.106856,5.145611,4.152312,0.075537,NHP highest,0.025165,0.995063,0.086442
LHPP,7.291503,0.026102,6.220209,3.399915,4.602837,0.075537,Human highest,0.025165,0.995063,0.086442
ETS2,7.291503,0.026102,5.955433,6.853689,5.970606,0.075537,NHP highest,0.025165,0.995063,0.086442
DIS3L,7.291503,0.026102,4.551459,3.664605,4.60144,0.075537,Mouse highest,0.025165,0.995063,0.086442
YWHAG,7.291503,0.026102,6.900615,9.862584,8.635068,0.075537,NHP highest,0.025165,0.995063,0.086442
ARHGAP5,7.291503,0.026102,6.514151,8.07478,7.148983,0.075537,NHP highest,0.025165,0.995063,0.086442
SLC1A2,7.291503,0.026102,6.318775,8.752197,7.352393,0.075537,NHP highest,0.025165,0.995063,0.086442
RAP2A,7.291503,0.026102,6.837599,8.240141,7.115741,0.075537,NHP highest,0.025165,0.995063,0.086442
KHDRBS1,7.291503,0.026102,6.370633,7.354398,6.713372,0.075537,NHP highest,0.025165,0.995063,0.086442
ETNK1,7.291503,0.026102,7.100373,8.427507,7.499142,0.075537,NHP highest,0.025165,0.995063,0.086442
GNAI1,7.291503,0.026102,6.454469,7.834969,7.160447,0.075537,NHP highest,0.025165,0.995063,0.086442
TNKS2,7.291503,0.026102,6.783368,7.61905,7.066509,0.075537,NHP highest,0.025165,0.995063,0.086442
CEP57L1,7.291503,0.026102,5.909037,4.388084,5.522183,0.075537,Human highest,0.025165,0.995063,0.086442
TBX5,7.290526,0.026115,0.430474,0.036608,0.099763,0.075559,Human highest,0.111987,0.0293,1.0
WFIKKN2,7.286871,0.026162,0.017932,0.32942,0.23198,0.075682,NHP highest,0.037563,0.076114,1.0
EDN3,7.283509,0.026206,1.14505,0.062948,0.259044,0.075726,Human highest,0.138918,0.026482,1.0
SLC16A9,7.275712,0.026309,2.405521,0.106998,0.709651,0.075726,Human highest,0.330805,0.021159,1.0
CLEC3A,7.275096,0.026317,0.134148,0.022876,0.029858,0.075726,Human highest,0.132658,0.027197,1.0
EFR3B,7.271895,0.026359,7.59447,6.955748,7.094677,0.075726,Human highest,0.032354,0.096513,0.90503
AK5,7.271895,0.026359,9.276135,8.86913,9.0144,0.075726,Human highest,0.032354,0.096513,0.90503
GPR61,7.271895,0.026359,3.839699,4.54727,4.353627,0.075726,NHP highest,0.032354,0.096513,0.90503
TRIB3,7.271895,0.026359,2.95141,0.22077,1.053692,0.075726,Human highest,0.032354,0.096513,0.90503
TCTN1,7.271895,0.026359,5.161167,2.488718,3.32249,0.075726,Human highest,0.032354,0.096513,0.90503
ENGASE,7.271895,0.026359,3.300223,2.474485,2.739308,0.075726,Human highest,0.032354,0.096513,0.90503
ANXA1,7.271895,0.026359,0.971853,0.124924,0.37699,0.075726,Human highest,0.032354,0.096513,0.90503
